,box,distance,goal
29942,0,22.060482768969496,False
29949,1,17.887316735609062,False
30151,0,30.21364095901055,False
30279,0,26.28669625494996,False
30385,1,6.8620988043017865,True
30407,0,28.162075562713767,False
30667,1,13.80159773359592,False
30717,0,24.38816311246093,False
30757,1,17.181676286090365,False
30846,0,19.203385118254545,False
30906,1,14.840875984927575,False
30925,1,6.445122186584209,False
30962,1,8.783188487104214,False
30975,0,21.150404251455814,False
31051,0,36.341849154934316,False
31059,1,14.007655050007479,False
31140,1,9.654926203757334,False
31292,0,29.65888736955586,False
31434,1,11.258636684785598,False
31469,1,8.509383056367835,True
31621,1,9.667683279876313,False
31764,1,20.809192680159413,False
31776,1,8.098302291221291,True
31796,0,29.431438972636048,False
31840,1,17.01876611273567,False
31884,0,25.780488746336836,False
31907,1,11.258636684785598,False
31937,0,24.545518939309474,False
31961,1,10.855210730335916,False
32074,1,13.07122412018094,False
32269,1,12.764074584551754,False
32310,0,24.08007475071454,True
32338,1,16.12661154737721,False
32420,0,20.326347433811126,False
32424,0,29.525555032886345,False
32559,1,16.21110730332756,True
32604,1,20.973592920622828,False
32738,1,12.19449055926487,False
32766,0,25.528149169103507,False
32841,1,9.450000000000001,True
32848,0,26.101340961720727,True
32909,0,28.68267944247887,False
33077,0,25.774888942534748,False
33264,1,17.724796190647723,True
33505,1,13.413906962551964,False
33608,1,18.83771748381422,False
33616,1,9.564355702293804,False
33713,1,5.25,True
33758,1,14.544693190301404,False
33819,1,8.323677072063765,False
33830,0,31.1785326787519,False
33846,1,16.64190193457467,False
33889,1,11.03675676999362,False
33964,0,30.129097231745927,False
34032,1,12.299333315265507,False
34073,1,8.509383056367835,False
34215,1,3.4310494021508933,True
34258,1,17.040026408430244,True
34287,0,49.36873605835985,False
34304,1,16.812959287406844,False
34506,0,21.476731594914533,False
34783,0,18.310349532436568,False
35034,0,25.200000000000003,False
35042,1,11.57,False
35055,0,35.31762166397958,False
35134,1,15.903084606452927,False
35208,1,7.474764210327976,False
35277,0,24.08007475071454,False
35411,0,25.645615609690484,False
35489,1,14.638647478507023,False
35498,1,9.654926203757334,False
35557,1,14.544693190301404,False
35623,0,21.09885304939584,False
35625,0,24.30673980607025,False
35891,0,23.346091750012462,False
35924,0,27.922981574323327,False
35965,0,28.162075562713767,False
35968,0,24.188263683034382,False
36078,0,22.292384349817766,False
36107,0,25.906804125557443,False
36342,1,16.56738965558546,False
36351,1,6.883087969799602,True
36358,1,11.865955503034723,False
36363,1,15.867479320925552,False
36460,0,29.089386380602807,False
36717,1,8.406479643703422,False
36719,1,2.9277294957014046,True
36857,1,8.644165662456961,False
36895,1,18.288367887813283,False
36916,0,31.355269094683276,False
37018,0,19.353885914720074,False
37158,1,13.760555948071284,False
37195,1,7.837148716210508,False
37251,0,29.525555032886345,False
37356,1,18.539687160251656,False
37375,1,9.779590993492521,False
37417,0,27.724963480589118,False
37519,1,18.899843914699403,False
37579,1,8.42747886381212,False
37600,1,8.063305773688604,False
37614,0,22.44064393015495,False
37660,0,22.784766841027803,False
37662,0,18.129809706668187,False
37674,0,20.86760407905038,False
37825,1,14.949528420655952,False
37899,0,31.058926253172373,False
37985,0,21.16223995705559,False
37990,1,13.244108123992346,False
38014,0,24.236008334707268,False
38037,1,11.264830225085507,False
38186,0,22.154990408483595,False
